"Linux 3,10,0-1160,76,1,el7,x86_64 (lt-uxcrowd,ru) 	05/07/2024 	_x86_64_	(6 CPU)";;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
07:57:21 AM kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty;;;;;;;;;;;;;7:57:21;AM;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
08:17:51 AM   1542772   6447248     80,69    179172   4696148   2863212     35,83   5067096    951480       128;;;;;;;;;;;;;8:17:51;AM;1542772;6447248;80,69;179172;4696148;2863212;35,83;5067096;951480;128
08:18:01 AM   1542416   6447604     80,70    179172   4696156   2863700     35,84   5067868    951480        92;;;;;;;;;;;;;8:18:01;AM;1542416;6447604;80,7;179172;4696156;2863700;35,84;5067868;951480;92
08:18:11 AM   1542212   6447808     80,70    179172   4696164   2863828     35,84   5067232    951484       120;;;;;;;;;;;;;8:18:11;AM;1542212;6447808;80,7;179172;4696164;2863828;35,84;5067232;951484;120
08:18:21 AM   1542148   6447872     80,70    179172   4696176   2863828     35,84   5067256    951480       164;;;;;;;;;;;;;8:18:21;AM;1542148;6447872;80,7;179172;4696176;2863828;35,84;5067256;951480;164
08:18:31 AM   1541980   6448040     80,70    179172   4696180   2863828     35,84   5067176    951480       168;;;;;;;;;;;;;8:18:31;AM;1541980;6448040;80,7;179172;4696180;2863828;35,84;5067176;951480;168
08:18:41 AM   1542260   6447760     80,70    179172   4696184   2863084     35,83   5066732    951480       104;;;;;;;;;;;;;8:18:41;AM;1542260;6447760;80,7;179172;4696184;2863084;35,83;5066732;951480;104
08:18:51 AM   1541932   6448088     80,70    179172   4696192   2863216     35,83   5067108    951480       136;;;;;;;;;;;;;8:18:51;AM;1541932;6448088;80,7;179172;4696192;2863216;35,83;5067108;951480;136
08:19:01 AM   1542132   6447888     80,70    179172   4696208   2863948     35,84   5066988    951488       144;;;;;;;;;;;;;8:19:01;AM;1542132;6447888;80,7;179172;4696208;2863948;35,84;5066988;951488;144
08:19:11 AM   1541932   6448088     80,70    179172   4696216   2863712     35,84   5067764    951480       124;;;;;;;;;;;;;8:19:11;AM;1541932;6448088;80,7;179172;4696216;2863712;35,84;5067764;951480;124
08:19:21 AM   1541932   6448088     80,70    179172   4696220   2863712     35,84   5067776    951484        92;;;;;;;;;;;;;8:19:21;AM;1541932;6448088;80,7;179172;4696220;2863712;35,84;5067776;951484;92
08:19:31 AM   1541808   6448212     80,70    179172   4696228   2863828     35,84   5066972    951480       128;;;;;;;;;;;;;8:19:31;AM;1541808;6448212;80,7;179172;4696228;2863828;35,84;5066972;951480;128
08:19:41 AM   1541808   6448212     80,70    179172   4696236   2863828     35,84   5067008    951484       132;;;;;;;;;;;;;8:19:41;AM;1541808;6448212;80,7;179172;4696236;2863828;35,84;5067008;951484;132
08:19:51 AM   1541808   6448212     80,70    179172   4696240   2863828     35,84   5067016    951480        64;;;;;;;;;;;;;8:19:51;AM;1541808;6448212;80,7;179172;4696240;2863828;35,84;5067016;951480;64
08:20:01 AM   1541820   6448200     80,70    179172   4696252   2864076     35,85   5067692    951480       104;;;;;;;;;;;;;8:20:01;AM;1541820;6448200;80,7;179172;4696252;2864076;35,85;5067692;951480;104
08:20:11 AM   1542148   6447872     80,70    179172   4696264   2864076     35,85   5067524    951480       192;;;;;;;;;;;;;8:20:11;AM;1542148;6447872;80,7;179172;4696264;2864076;35,85;5067524;951480;192
08:20:21 AM   1542164   6447856     80,70    179172   4696268   2864076     35,85   5067576    951480        72;;;;;;;;;;;;;8:20:21;AM;1542164;6447856;80,7;179172;4696268;2864076;35,85;5067576;951480;72
08:20:31 AM   1541984   6448036     80,70    179172   4696276   2863832     35,84   5067780    951480       128;;;;;;;;;;;;;8:20:31;AM;1541984;6448036;80,7;179172;4696276;2863832;35,84;5067780;951480;128
08:20:41 AM   1541784   6448236     80,70    179172   4696280   2863832     35,84   5068000    951480       104;;;;;;;;;;;;;8:20:41;AM;1541784;6448236;80,7;179172;4696280;2863832;35,84;5068000;951480;104
08:20:51 AM   1541768   6448252     80,70    179172   4696284   2863832     35,84   5068036    951480       136;;;;;;;;;;;;;8:20:51;AM;1541768;6448252;80,7;179172;4696284;2863832;35,84;5068036;951480;136
08:21:01 AM   1540944   6449076     80,71    179172   4696304   2863832     35,84   5068984    951480       104;;;;;;;;;;;;;8:21:01;AM;1540944;6449076;80,71;179172;4696304;2863832;35,84;5068984;951480;104
08:21:11 AM   1540496   6449524     80,72    179172   4696308   2863812     35,84   5069672    951480       132;;;;;;;;;;;;;8:21:11;AM;1540496;6449524;80,72;179172;4696308;2863812;35,84;5069672;951480;132
08:21:21 AM   1540480   6449540     80,72    179172   4696312   2863812     35,84   5069692    951480       120;;;;;;;;;;;;;8:21:21;AM;1540480;6449540;80,72;179172;4696312;2863812;35,84;5069692;951480;120
08:21:31 AM   1540004   6450016     80,73    179172   4696320   2864052     35,85   5069700    951484        44;;;;;;;;;;;;;8:21:31;AM;1540004;6450016;80,73;179172;4696320;2864052;35,85;5069700;951484;44
08:21:41 AM   1539928   6450092     80,73    179172   4696328   2863816     35,84   5069928    951484        96;;;;;;;;;;;;;8:21:41;AM;1539928;6450092;80,73;179172;4696328;2863816;35,84;5069928;951484;96
08:21:51 AM   1539896   6450124     80,73    179172   4696332   2863816     35,84   5069968    951480       100;;;;;;;;;;;;;8:21:51;AM;1539896;6450124;80,73;179172;4696332;2863816;35,84;5069968;951480;100
08:22:01 AM   1542176   6447844     80,70    179172   4696344   2863060     35,83   5066976    951480       104;;;;;;;;;;;;;8:22:01;AM;1542176;6447844;80,7;179172;4696344;2863060;35,83;5066976;951480;104
08:22:11 AM   1542240   6447780     80,70    179172   4696348   2863208     35,83   5067276    951480        76;;;;;;;;;;;;;8:22:11;AM;1542240;6447780;80,7;179172;4696348;2863208;35,83;5067276;951480;76
08:22:21 AM   1542224   6447796     80,70    179172   4696352   2863208     35,83   5067288    951480       104;;;;;;;;;;;;;8:22:21;AM;1542224;6447796;80,7;179172;4696352;2863208;35,83;5067288;951480;104
08:22:31 AM   1541332   6448688     80,71    179172   4696360   2863444     35,84   5068284    951484       112;;;;;;;;;;;;;8:22:31;AM;1541332;6448688;80,71;179172;4696360;2863444;35,84;5068284;951484;112
08:22:41 AM   1541116   6448904     80,71    179172   4696364   2863208     35,83   5069096    951480        36;;;;;;;;;;;;;8:22:41;AM;1541116;6448904;80,71;179172;4696364;2863208;35,83;5069096;951480;36
08:22:51 AM   1541116   6448904     80,71    179172   4696368   2863208     35,83   5069112    951480       100;;;;;;;;;;;;;8:22:51;AM;1541116;6448904;80,71;179172;4696368;2863208;35,83;5069112;951480;100
08:23:01 AM   1540068   6449952     80,73    179172   4696376   2863724     35,84   5069128    951480       116;;;;;;;;;;;;;8:23:01;AM;1540068;6449952;80,73;179172;4696376;2863724;35,84;5069128;951480;116
08:23:11 AM   1540036   6449984     80,73    179172   4696384   2863960     35,84   5069400    951480       124;;;;;;;;;;;;;8:23:11;AM;1540036;6449984;80,73;179172;4696384;2863960;35,84;5069400;951480;124
08:23:21 AM   1540192   6449828     80,72    179172   4696388   2863960     35,84   5069448    951480       116;;;;;;;;;;;;;8:23:21;AM;1540192;6449828;80,72;179172;4696388;2863960;35,84;5069448;951480;116
08:23:31 AM   1539804   6450216     80,73    179172   4696396   2863860     35,84   5069168    951484       148;;;;;;;;;;;;;8:23:31;AM;1539804;6450216;80,73;179172;4696396;2863860;35,84;5069168;951484;148
08:23:41 AM   1539540   6450480     80,73    179172   4696408   2863860     35,84   5069428    951480        96;;;;;;;;;;;;;8:23:41;AM;1539540;6450480;80,73;179172;4696408;2863860;35,84;5069428;951480;96
08:23:51 AM   1539540   6450480     80,73    179172   4696420   2863860     35,84   5069436    951484         0;;;;;;;;;;;;;8:23:51;AM;1539540;6450480;80,73;179172;4696420;2863860;35,84;5069436;951484;0
08:24:01 AM   1539680   6450340     80,73    179172   4696428   2863860     35,84   5069456    951484        76;;;;;;;;;;;;;8:24:01;AM;1539680;6450340;80,73;179172;4696428;2863860;35,84;5069456;951484;76
08:24:11 AM   1540112   6449908     80,72    179172   4696436   2863860     35,84   5069176    951480       116;;;;;;;;;;;;;8:24:11;AM;1540112;6449908;80,72;179172;4696436;2863860;35,84;5069176;951480;116
08:24:21 AM   1540112   6449908     80,72    179172   4696440   2863860     35,84   5069184    951480       120;;;;;;;;;;;;;8:24:21;AM;1540112;6449908;80,72;179172;4696440;2863860;35,84;5069184;951480;120
08:24:31 AM   1540352   6449668     80,72    179172   4696444   2863212     35,83   5069724    951480       120;;;;;;;;;;;;;8:24:31;AM;1540352;6449668;80,72;179172;4696444;2863212;35,83;5069724;951480;120
08:24:41 AM   1541236   6448784     80,71    179172   4696448   2863336     35,84   5068708    951480        44;;;;;;;;;;;;;8:24:41;AM;1541236;6448784;80,71;179172;4696448;2863336;35,84;5068708;951480;44
08:24:51 AM   1541252   6448768     80,71    179172   4696452   2863464     35,84   5069072    951480        60;;;;;;;;;;;;;8:24:51;AM;1541252;6448768;80,71;179172;4696452;2863464;35,84;5069072;951480;60
08:25:01 AM   1540716   6449304     80,72    179172   4696460   2863744     35,84   5069116    951484       108;;;;;;;;;;;;;8:25:01;AM;1540716;6449304;80,72;179172;4696460;2863744;35,84;5069116;951484;108
08:25:11 AM   1540780   6449240     80,72    179172   4696464   2863980     35,84   5069196    951480       112;;;;;;;;;;;;;8:25:11;AM;1540780;6449240;80,72;179172;4696464;2863980;35,84;5069196;951480;112
08:25:21 AM   1540712   6449308     80,72    179172   4696472   2863332     35,84   5068588    951484        20;;;;;;;;;;;;;8:25:21;AM;1540712;6449308;80,72;179172;4696472;2863332;35,84;5068588;951484;20
08:25:31 AM   1540356   6449664     80,72    179172   4696484   2863212     35,83   5069100    951484       124;;;;;;;;;;;;;8:25:31;AM;1540356;6449664;80,72;179172;4696484;2863212;35,83;5069100;951484;124
08:25:41 AM   1539720   6450300     80,73    179172   4696492   2863448     35,84   5070080    951488       132;;;;;;;;;;;;;8:25:41;AM;1539720;6450300;80,73;179172;4696492;2863448;35,84;5070080;951488;132
08:25:51 AM   1539580   6450440     80,73    179172   4696496   2863448     35,84   5070140    951480       136;;;;;;;;;;;;;8:25:51;AM;1539580;6450440;80,73;179172;4696496;2863448;35,84;5070140;951480;136
08:26:01 AM   1539508   6450512     80,73    179172   4696500   2863984     35,84   5069220    951480        84;;;;;;;;;;;;;8:26:01;AM;1539508;6450512;80,73;179172;4696500;2863984;35,84;5069220;951480;84
08:26:11 AM   1539416   6450604     80,73    179172   4696508   2864112     35,85   5069452    951480       116;;;;;;;;;;;;;8:26:11;AM;1539416;6450604;80,73;179172;4696508;2864112;35,85;5069452;951480;116
08:26:21 AM   1540580   6449440     80,72    179172   4696516   2863436     35,84   5069172    951480       128;;;;;;;;;;;;;8:26:21;AM;1540580;6449440;80,72;179172;4696516;2863436;35,84;5069172;951480;128
08:26:31 AM   1538828   6451192     80,74    179172   4696524   2863196     35,83   5070028    951480       112;;;;;;;;;;;;;8:26:31;AM;1538828;6451192;80,74;179172;4696524;2863196;35,83;5070028;951480;112
08:26:41 AM   1539388   6450632     80,73    179172   4696532   2863432     35,84   5069352    951480        88;;;;;;;;;;;;;8:26:41;AM;1539388;6450632;80,73;179172;4696532;2863432;35,84;5069352;951480;88
08:26:51 AM   1539372   6450648     80,73    179172   4696536   2863432     35,84   5069360    951480       128;;;;;;;;;;;;;8:26:51;AM;1539372;6450648;80,73;179172;4696536;2863432;35,84;5069360;951480;128
08:27:01 AM   1538752   6451268     80,74    179172   4696540   2863712     35,84   5070152    951476         0;;;;;;;;;;;;;8:27:01;AM;1538752;6451268;80,74;179172;4696540;2863712;35,84;5070152;951476;0
08:27:11 AM   1540584   6449436     80,72    179172   4696552   2864080     35,85   5068284    951476        32;;;;;;;;;;;;;8:27:11;AM;1540584;6449436;80,72;179172;4696552;2864080;35,85;5068284;951476;32
08:27:21 AM   1541648   6448372     80,71    179180   4696580   2863492     35,84   5067560    951484        80;;;;;;;;;;;;;8:27:21;AM;1541648;6448372;80,71;179180;4696580;2863492;35,84;5067560;951484;80
08:27:31 AM   1541140   6448880     80,71    179180   4696588   2863476     35,84   5067504    951504       124;;;;;;;;;;;;;8:27:31;AM;1541140;6448880;80,71;179180;4696588;2863476;35,84;5067504;951504;124
08:27:41 AM   1541108   6448912     80,71    179180   4696596   2863476     35,84   5068120    951508       128;;;;;;;;;;;;;8:27:41;AM;1541108;6448912;80,71;179180;4696596;2863476;35,84;5068120;951508;128
08:27:51 AM   1540860   6449160     80,72    179180   4696604   2863476     35,84   5068136    951508        40;;;;;;;;;;;;;8:27:51;AM;1540860;6449160;80,72;179180;4696604;2863476;35,84;5068136;951508;40
08:28:01 AM   1540768   6449252     80,72    179180   4696608   2863852     35,84   5067556    951504       116;;;;;;;;;;;;;8:28:01;AM;1540768;6449252;80,72;179180;4696608;2863852;35,84;5067556;951504;116
08:28:11 AM   1540736   6449284     80,72    179180   4696620   2863852     35,84   5067812    951508       128;;;;;;;;;;;;;8:28:11;AM;1540736;6449284;80,72;179180;4696620;2863852;35,84;5067812;951508;128
08:28:21 AM   1540720   6449300     80,72    179180   4696624   2863852     35,84   5067820    951504       164;;;;;;;;;;;;;8:28:21;AM;1540720;6449300;80,72;179180;4696624;2863852;35,84;5067820;951504;164
08:28:31 AM   1541232   6448788     80,71    179180   4696632   2863852     35,84   5066608    951504        96;;;;;;;;;;;;;8:28:31;AM;1541232;6448788;80,71;179180;4696632;2863852;35,84;5066608;951504;96
08:28:41 AM   1541712   6448308     80,70    179180   4696636   2863232     35,84   5067436    951504       124;;;;;;;;;;;;;8:28:41;AM;1541712;6448308;80,7;179180;4696636;2863232;35,84;5067436;951504;124
08:28:51 AM   1541776   6448244     80,70    179180   4696640   2863232     35,84   5067444    951504       128;;;;;;;;;;;;;8:28:51;AM;1541776;6448244;80,7;179180;4696640;2863232;35,84;5067444;951504;128
08:29:01 AM   1541836   6448184     80,70    179180   4696648   2863732     35,84   5067576    951504       108;;;;;;;;;;;;;8:29:01;AM;1541836;6448184;80,7;179180;4696648;2863732;35,84;5067576;951504;108
08:29:11 AM   1541900   6448120     80,70    179180   4696656   2863968     35,84   5067796    951504        96;;;;;;;;;;;;;8:29:11;AM;1541900;6448120;80,7;179180;4696656;2863968;35,84;5067796;951504;96
08:29:21 AM   1541900   6448120     80,70    179180   4696660   2863968     35,84   5067848    951504       124;;;;;;;;;;;;;8:29:21;AM;1541900;6448120;80,7;179180;4696660;2863968;35,84;5067848;951504;124
08:29:31 AM   1541312   6448708     80,71    179180   4696676   2863844     35,84   5068260    951504       108;;;;;;;;;;;;;8:29:31;AM;1541312;6448708;80,71;179180;4696676;2863844;35,84;5068260;951504;108
08:29:41 AM   1541016   6449004     80,71    179180   4696680   2863844     35,84   5067928    951504       124;;;;;;;;;;;;;8:29:41;AM;1541016;6449004;80,71;179180;4696680;2863844;35,84;5067928;951504;124
08:29:51 AM   1541048   6448972     80,71    179180   4696684   2863844     35,84   5067932    951504        96;;;;;;;;;;;;;8:29:51;AM;1541048;6448972;80,71;179180;4696684;2863844;35,84;5067932;951504;96
08:30:01 AM   1540600   6449420     80,72    179180   4696692   2863840     35,84   5067648    951508       128;;;;;;;;;;;;;8:30:01;AM;1540600;6449420;80,72;179180;4696692;2863840;35,84;5067648;951508;128
08:30:11 AM   1540544   6449476     80,72    179180   4696712   2864028     35,85   5068608    951512       116;;;;;;;;;;;;;8:30:11;AM;1540544;6449476;80,72;179180;4696712;2864028;35,85;5068608;951512;116
08:30:21 AM   1540608   6449412     80,72    179180   4696720   2864028     35,85   5068612    951512       164;;;;;;;;;;;;;8:30:21;AM;1540608;6449412;80,72;179180;4696720;2864028;35,85;5068612;951512;164
08:30:31 AM   1540624   6449396     80,72    179180   4696732   2864020     35,84   5067812    951512       148;;;;;;;;;;;;;8:30:31;AM;1540624;6449396;80,72;179180;4696732;2864020;35,84;5067812;951512;148
08:30:41 AM   1540608   6449412     80,72    179180   4696740   2863784     35,84   5067832    951512       100;;;;;;;;;;;;;8:30:41;AM;1540608;6449412;80,72;179180;4696740;2863784;35,84;5067832;951512;100
08:30:51 AM   1541336   6448684     80,71    179180   4696744   2863176     35,83   5067664    951512       116;;;;;;;;;;;;;8:30:51;AM;1541336;6448684;80,71;179180;4696744;2863176;35,83;5067664;951512;116
08:31:01 AM   1540792   6449228     80,72    179180   4696748   2863656     35,84   5068644    951508       120;;;;;;;;;;;;;8:31:01;AM;1540792;6449228;80,72;179180;4696748;2863656;35,84;5068644;951508;120
08:31:11 AM   1541608   6448412     80,71    179180   4696756   2863344     35,84   5068536    951504        96;;;;;;;;;;;;;8:31:11;AM;1541608;6448412;80,71;179180;4696756;2863344;35,84;5068536;951504;96
08:31:21 AM   1541652   6448368     80,71    179180   4696760   2863492     35,84   5068768    951504        68;;;;;;;;;;;;;8:31:21;AM;1541652;6448368;80,71;179180;4696760;2863492;35,84;5068768;951504;68
08:31:31 AM   1541040   6448980     80,71    179180   4696764   2863220     35,83   5068868    951504       112;;;;;;;;;;;;;8:31:31;AM;1541040;6448980;80,71;179180;4696764;2863220;35,83;5068868;951504;112
08:31:41 AM   1540800   6449220     80,72    179180   4696780   2863300     35,84   5069416    951504       120;;;;;;;;;;;;;8:31:41;AM;1540800;6449220;80,72;179180;4696780;2863300;35,84;5069416;951504;120
08:31:51 AM   1540832   6449188     80,72    179180   4696784   2863432     35,84   5069804    951504        60;;;;;;;;;;;;;8:31:51;AM;1540832;6449188;80,72;179180;4696784;2863432;35,84;5069804;951504;60
08:32:01 AM   1540180   6449840     80,72    179180   4696788   2863696     35,84   5069992    951504       128;;;;;;;;;;;;;8:32:01;AM;1540180;6449840;80,72;179180;4696788;2863696;35,84;5069992;951504;128
08:32:11 AM   1540132   6449888     80,72    179180   4696800   2863932     35,84   5070324    951504       140;;;;;;;;;;;;;8:32:11;AM;1540132;6449888;80,72;179180;4696800;2863932;35,84;5070324;951504;140
08:32:21 AM   1540132   6449888     80,72    179180   4696804   2863932     35,84   5070344    951504       144;;;;;;;;;;;;;8:32:21;AM;1540132;6449888;80,72;179180;4696804;2863932;35,84;5070344;951504;144
08:32:31 AM   1540460   6449560     80,72    179180   4696808   2864116     35,85   5069788    951504        60;;;;;;;;;;;;;8:32:31;AM;1540460;6449560;80,72;179180;4696808;2864116;35,85;5069788;951504;60
08:32:41 AM   1540568   6449452     80,72    179180   4696816   2864112     35,85   5069792    951504       124;;;;;;;;;;;;;8:32:41;AM;1540568;6449452;80,72;179180;4696816;2864112;35,85;5069792;951504;124
08:32:51 AM   1540568   6449452     80,72    179180   4696820   2864112     35,85   5069800    951504       128;;;;;;;;;;;;;8:32:51;AM;1540568;6449452;80,72;179180;4696820;2864112;35,85;5069800;951504;128
08:33:01 AM   1540700   6449320     80,72    179180   4696824   2863464     35,84   5069572    951504        60;;;;;;;;;;;;;8:33:01;AM;1540700;6449320;80,72;179180;4696824;2863464;35,84;5069572;951504;60
08:33:11 AM   1541088   6448932     80,71    179180   4696832   2863484     35,84   5069708    951504        72;;;;;;;;;;;;;8:33:11;AM;1541088;6448932;80,71;179180;4696832;2863484;35,84;5069708;951504;72
08:33:21 AM   1541088   6448932     80,71    179180   4696836   2863484     35,84   5069740    951504       148;;;;;;;;;;;;;8:33:21;AM;1541088;6448932;80,71;179180;4696836;2863484;35,84;5069740;951504;148
08:33:31 AM   1541056   6448964     80,71    179180   4696844   2863484     35,84   5069812    951508       156;;;;;;;;;;;;;8:33:31;AM;1541056;6448964;80,71;179180;4696844;2863484;35,84;5069812;951508;156
08:33:41 AM   1540808   6449212     80,72    179180   4696852   2863248     35,84   5070108    951504       116;;;;;;;;;;;;;8:33:41;AM;1540808;6449212;80,72;179180;4696852;2863248;35,84;5070108;951504;116
08:33:51 AM   1540684   6449336     80,72    179180   4696868   2863248     35,84   5070116    951508        96;;;;;;;;;;;;;8:33:51;AM;1540684;6449336;80,72;179180;4696868;2863248;35,84;5070116;951508;96
08:34:01 AM   1539452   6450568     80,73    179180   4696872   2863728     35,84   5069552    951504       140;;;;;;;;;;;;;8:34:01;AM;1539452;6450568;80,73;179180;4696872;2863728;35,84;5069552;951504;140
08:34:11 AM   1539792   6450228     80,73    179180   4696880   2863232     35,84   5069516    951508       104;;;;;;;;;;;;;8:34:11;AM;1539792;6450228;80,73;179180;4696880;2863232;35,84;5069516;951508;104
08:34:21 AM   1539792   6450228     80,73    179180   4696888   2863232     35,84   5069568    951504       116;;;;;;;;;;;;;8:34:21;AM;1539792;6450228;80,73;179180;4696888;2863232;35,84;5069568;951504;116
08:34:31 AM   1539568   6450452     80,73    179180   4696892   2863448     35,84   5069572    951504        68;;;;;;;;;;;;;8:34:31;AM;1539568;6450452;80,73;179180;4696892;2863448;35,84;5069572;951504;68
08:34:41 AM   1540216   6449804     80,72    179180   4696896   2863216     35,83   5069644    951504       124;;;;;;;;;;;;;8:34:41;AM;1540216;6449804;80,72;179180;4696896;2863216;35,83;5069644;951504;124
08:34:51 AM   1540388   6449632     80,72    179180   4696904   2863216     35,83   5069660    951504       108;;;;;;;;;;;;;8:34:51;AM;1540388;6449632;80,72;179180;4696904;2863216;35,83;5069660;951504;108
08:35:01 AM   1540068   6449952     80,73    179180   4696916   2863964     35,84   5069688    951512       120;;;;;;;;;;;;;8:35:01;AM;1540068;6449952;80,73;179180;4696916;2863964;35,84;5069688;951512;120
08:35:11 AM   1540256   6449764     80,72    179184   4696920   2863232     35,84   5070120    951504        76;;;;;;;;;;;;;8:35:11;AM;1540256;6449764;80,72;179184;4696920;2863232;35,84;5070120;951504;76
08:35:21 AM   1540272   6449748     80,72    179184   4696928   2863232     35,84   5070152    951504        72;;;;;;;;;;;;;8:35:21;AM;1540272;6449748;80,72;179184;4696928;2863232;35,84;5070152;951504;72
08:35:31 AM   1539448   6450572     80,73    179184   4696932   2863452     35,84   5069444    951504       120;;;;;;;;;;;;;8:35:31;AM;1539448;6450572;80,73;179184;4696932;2863452;35,84;5069444;951504;120
08:35:41 AM   1539308   6450712     80,73    179184   4696940   2863216     35,83   5069484    951508       124;;;;;;;;;;;;;8:35:41;AM;1539308;6450712;80,73;179184;4696940;2863216;35,83;5069484;951508;124
08:35:51 AM   1539308   6450712     80,73    179184   4696948   2863216     35,83   5069496    951508        84;;;;;;;;;;;;;8:35:51;AM;1539308;6450712;80,73;179184;4696948;2863216;35,83;5069496;951508;84
08:36:01 AM   1540296   6449724     80,72    179184   4696952   2863088     35,83   5069064    951508       116;;;;;;;;;;;;;8:36:01;AM;1540296;6449724;80,72;179184;4696952;2863088;35,83;5069064;951508;116
08:36:11 AM   1540192   6449828     80,72    179184   4696956   2863236     35,84   5069704    951504       120;;;;;;;;;;;;;8:36:11;AM;1540192;6449828;80,72;179184;4696956;2863236;35,84;5069704;951504;120
08:36:21 AM   1540192   6449828     80,72    179184   4696968   2863236     35,84   5069732    951508       132;;;;;;;;;;;;;8:36:21;AM;1540192;6449828;80,72;179184;4696968;2863236;35,84;5069732;951508;132
08:36:31 AM   1539836   6450184     80,73    179184   4696972   2863252     35,84   5070692    951504        72;;;;;;;;;;;;;8:36:31;AM;1539836;6450184;80,73;179184;4696972;2863252;35,84;5070692;951504;72
08:36:41 AM   1540332   6449688     80,72    179184   4696976   2863252     35,84   5069684    951504       120;;;;;;;;;;;;;8:36:41;AM;1540332;6449688;80,72;179184;4696976;2863252;35,84;5069684;951504;120
08:36:51 AM   1540364   6449656     80,72    179184   4696980   2863252     35,84   5069692    951504       124;;;;;;;;;;;;;8:36:51;AM;1540364;6449656;80,72;179184;4696980;2863252;35,84;5069692;951504;124
08:37:01 AM   1540556   6449464     80,72    179184   4696992   2863648     35,84   5069556    951504       112;;;;;;;;;;;;;8:37:01;AM;1540556;6449464;80,72;179184;4696992;2863648;35,84;5069556;951504;112
08:37:11 AM   1540528   6449492     80,72    179184   4697004   2862124     35,82   5069684    951504        72;;;;;;;;;;;;;8:37:11;AM;1540528;6449492;80,72;179184;4697004;2862124;35,82;5069684;951504;72
08:37:21 AM   1542260   6447760     80,70    179184   4697012   2859368     35,79   5068796    951504       132;;;;;;;;;;;;;8:37:21;AM;1542260;6447760;80,7;179184;4697012;2859368;35,79;5068796;951504;132
Average:      1541603   6448417     80,71    179174   4696142   2863617     35,84   5068111    951486       108;;;;;;;;;;;;;;;;;;;;;;;;
