Linux 3.10.0-1160.76.1.el7.x86_64 (lt-uxcrowd.ru) 	05/07/2024 	_x86_64_	(6 CPU)

07:57:24 AM     IFACE   rxpck/s   txpck/s    rxkB/s    txkB/s   rxcmp/s   txcmp/s  rxmcst/s
07:57:34 AM veth4664e8f      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM veth7f40259      1.60      1.20      0.21      0.13      0.00      0.00      0.00
07:57:34 AM br-02f059f90f32      1.60      1.20      0.19      0.13      0.00      0.00      0.00
07:57:34 AM        lo      0.80      0.80      0.30      0.30      0.00      0.00      0.00
07:57:34 AM br-eec44fb7bc81      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM    ens160      4.80      1.80      0.33      2.19      0.00      0.00      0.00
07:57:34 AM   docker0      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM     IFACE   rxerr/s   txerr/s    coll/s  rxdrop/s  txdrop/s  txcarr/s  rxfram/s  rxfifo/s  txfifo/s
07:57:34 AM veth4664e8f      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM veth7f40259      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM br-02f059f90f32      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM        lo      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM br-eec44fb7bc81      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM    ens160      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:57:34 AM   docker0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM    call/s retrans/s    read/s   write/s  access/s  getatt/s
07:57:34 AM      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM   scall/s badcall/s  packet/s     udp/s     tcp/s     hit/s    miss/s   sread/s  swrite/s saccess/s sgetatt/s
07:57:34 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM    totsck    tcpsck    udpsck    rawsck   ip-frag    tcp-tw
07:57:34 AM      1526        45         1         0         0         1

07:57:24 AM    irec/s  fwddgm/s    idel/s     orq/s   asmrq/s   asmok/s  fragok/s fragcrt/s
07:57:34 AM      3.20      0.00      3.20      3.00      0.00      0.00      0.00      0.00

07:57:24 AM ihdrerr/s iadrerr/s iukwnpr/s   idisc/s   odisc/s   onort/s    asmf/s   fragf/s
07:57:34 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM    imsg/s    omsg/s    iech/s   iechr/s    oech/s   oechr/s     itm/s    itmr/s     otm/s    otmr/s  iadrmk/s iadrmkr/s  oadrmk/s oadrmkr/s
07:57:34 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM    ierr/s    oerr/s idstunr/s odstunr/s   itmex/s   otmex/s iparmpb/s oparmpb/s   isrcq/s   osrcq/s  iredir/s  oredir/s
07:57:34 AM      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

07:57:24 AM  active/s passive/s    iseg/s    oseg/s
07:57:34 AM      0.00      0.00      3.20      3.60

07:57:24 AM  atmptf/s  estres/s retrans/s isegerr/s   orsts/s
07:57:34 AM      0.00      0.00      0.00      0.00      0.00

07:57:24 AM    idgm/s    odgm/s  noport/s idgmerr/s
07:57:34 AM      0.00      0.00      0.00      0.00

07:57:24 AM   tcp6sck   udp6sck   raw6sck  ip6-frag
07:57:34 AM         9         2         1         0

07:57:24 AM   irec6/s fwddgm6/s   idel6/s    orq6/s  asmrq6/s  asmok6/s imcpck6/s omcpck6/s fragok6/s fragcr6/s
07:57:34 AM      0.80      0.00      0.80      0.80      0.00      0.00      0.00      0.00      0.00      0.00

